nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
Longchamp,Multi-accueil,33 RUE DU BOIS DE BOULOGNE,92200,NEUILLY SUR SEINE,92051,01 55 62 60 80,Commune,Commune de Neuilly-sur-Seine,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.254959999340234, 48.881267999738526], ""type"": ""Point""}","48.881267999738526, 2.254959999340234"
Louis Crestey,Multi-accueil,14 20 RUE DE PARIS,92100,BOULOGNE BILLANCOURT,92012,01 55 18 46 97,Commune,Commune de Boulogne-Billancourt,72.0,,2.5,4.0,,"{""coordinates"": [2.2486450004440295, 48.8395050000235], ""type"": ""Point""}","48.8395050000235, 2.2486450004440295"
LPB Ginoux,Micro crèche,144 AVENUE HENRI GINOUX,92120,MONTROUGE,92039,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.31895399964097, 48.81217900016808], ""type"": ""Point""}","48.81217900016808, 2.31895399964097"
LPCR Clichy Madame de Sanzillon,Multi-accueil,39 BIS RUE MADAME DE SANZILLON,92110,CLICHY,92024,,Privé,Société LPCR 2,31.0,,2.5,4.0,5.0,"{""coordinates"": [2.317699999869766, 48.90380100036649], ""type"": ""Point""}","48.90380100036649, 2.317699999869766"
Magdeleine Rendu,Multi-accueil,10 PLACE FRANCOIS SIMIAND,92290,CHATENAY MALABRY,92019,01 46 32 21 66,Commune,Commune de Châtenay-Malabry,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.2582619997887, 48.76269799964152], ""type"": ""Point""}","48.76269799964152, 2.2582619997887"
Micro crèche Aldébaran,Micro crèche,16 RUE JEAN PIERRE LAURENS,92260,FONTENAY AUX ROSES,92032,,Privé,Société La Maison Bleue - MC IDF 19,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2815369999787043, 48.79261100013949], ""type"": ""Point""}","48.79261100013949, 2.2815369999787043"
Micro crèche Châteaupieds,Micro crèche,16 AVENUE DES CHATEAUPIEDS,92500,RUEIL MALMAISON,92063,,Privé,Société La Maison Bleue - MC IDF 10,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.174679999496525, 48.88104500042405], ""type"": ""Point""}","48.88104500042405, 2.174679999496525"
Micro crèche Pollux,Micro crèche,3 RUE ASSIA DJEBAR,92220,BAGNEUX,92007,01 46 65 25 03,Privé,Société La Maison Bleue - MC IDF 19,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.322611999953793, 48.80403400013661], ""type"": ""Point""}","48.80403400013661, 2.322611999953793"
Micro-crèche Hermine,Micro crèche,17 RUE HERVET,92500,RUEIL MALMAISON,92063,,Privé,Société Ted Crèches,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.180097999945276, 48.87671999989067], ""type"": ""Point""}","48.87671999989067, 2.180097999945276"
Multi-Accueil Nord,Multi-accueil,7 RUE MOZART,92220,BAGNEUX,92007,01 46 57 60 73,Commune,Commune de Bagneux,20.0,,15.0,4.0,5.0,"{""coordinates"": [2.3168249997766206, 48.80548800041001], ""type"": ""Point""}","48.80548800041001, 2.3168249997766206"
Myrtille,Micro crèche,111 AVENUE ACHILLE PERETTI,92200,NEUILLY SUR SEINE,92051,01 47 22 57 50,Privé,Société La Maison Bleue - MC IDF 8,10.0,,2.5,4.0,,"{""coordinates"": [2.27085200004243, 48.88392800029973], ""type"": ""Point""}","48.88392800029973, 2.27085200004243"
Noisette,Micro crèche,54 RUE JEAN PIERRE TIMBAUD,92130,ISSY LES MOULINEAUX,92040,09 72 54 66 49,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.249396999807884, 48.81830999993164], ""type"": ""Point""}","48.81830999993164, 2.249396999807884"
Nurses & Rires Puteaux,Micro crèche,86 BIS RUE DE LA REPUBLIQUE,92800,PUTEAUX,92062,01 47 59 92 57,Privé,Société Nurses et Rires,12.0,,2.5,4.0,,"{""coordinates"": [2.2406699995360806, 48.885155000164026], ""type"": ""Point""}","48.885155000164026, 2.2406699995360806"
Oasis,Multi-accueil,25 AVENUE LOMBART,92260,FONTENAY AUX ROSES,92032,,Commune,Commune de Fontenay-aux-Roses,39.0,,2.5,4.0,5.0,"{""coordinates"": [2.2933019995083033, 48.78817100043196], ""type"": ""Point""}","48.78817100043196, 2.2933019995083033"
Opale,Micro crèche,11 RUE DE LA LIBERATION,92210,SAINT CLOUD,92064,01 47 71 22 35,Privé,Société Microbaby,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.2193040005993736, 48.84451900045268], ""type"": ""Point""}","48.84451900045268, 2.2193040005993736"
Païdou Asnières,Micro crèche,93 RUE MAGENTA,92600,ASNIERES SUR SEINE,92004,01 56 04 19 06,Privé,Société Païdou,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.274003999905115, 48.913701999904745], ""type"": ""Point""}","48.913701999904745, 2.274003999905115"
Païdou Déroulède,Micro crèche,136 RUE PAUL DEROULEDE,92270,BOIS COLOMBES,92009,01 57 71 07 44,Privé,Société Païdou,10.0,,2.5,4.0,,"{""coordinates"": [2.2619069993462406, 48.914398999812626], ""type"": ""Point""}","48.914398999812626, 2.2619069993462406"
Patachou,Micro crèche,54 BIS RUE MEDERIC,92250,LA GARENNE COLOMBES,92035,01 47 85 14 95,Privé,Société Microbaby,12.0,,2.5,4.0,,"{""coordinates"": [2.246814999555871, 48.91090499979436], ""type"": ""Point""}","48.91090499979436, 2.246814999555871"
Pervenches,Multi-accueil,7 RUE DES PERVENCHES,92260,FONTENAY AUX ROSES,92032,01 43 50 28 80,Commune,Commune de Fontenay-aux-Roses,82.0,,2.5,4.0,,"{""coordinates"": [2.27852600047518, 48.7944650000407], ""type"": ""Point""}","48.7944650000407, 2.27852600047518"
Plume,Multi-accueil,1 PASSAGE DU CLOS,92360,GARCHES,92033,,Privé,Société Plume,20.0,,2.5,4.0,,"{""coordinates"": [2.185966000111777, 48.84389900003694], ""type"": ""Point""}","48.84389900003694, 2.185966000111777"
Plume Garches Saint-Exupéry,Micro crèche,63 GRANDE RUE,92380,GARCHES,92033,,Privé,Société Plume,12.0,,2.5,4.0,,"{""coordinates"": [2.193346000276752, 48.84338000026397], ""type"": ""Point""}","48.84338000026397, 2.193346000276752"
Poisson Clown,Multi-accueil,110 RUE EDOUARD VAILLANT,92300,LEVALLOIS,92044,01 47 37 80 59,Commune,Commune de Levallois,60.0,,20.0,,5.0,"{""coordinates"": [2.2858510006035515, 48.900095999814276], ""type"": ""Point""}","48.900095999814276, 2.2858510006035515"
Poulpi,Multi-accueil,1 ROND POINT DE L EUROPE,92250,LA GARENNE COLOMBES,92035,,Privé,Société Les Bullotins,19.0,,15.0,4.0,5.0,"{""coordinates"": [2.2560780003619265, 48.905629999708], ""type"": ""Point""}","48.905629999708, 2.2560780003619265"
P'Tits Cailloux,Multi-accueil,1 PLACE DU RATRAIT,92150,SURESNES,92073,01 41 18 18 15,Commune,Commune de Suresnes,25.0,,2.5,4.0,5.0,"{""coordinates"": [2.2280869997685673, 48.877557000073885], ""type"": ""Point""}","48.877557000073885, 2.2280869997685673"
Roi Grenouille,Multi-accueil,1 AVENUE D ESTOURNELLES DE CONSTANT,92150,SURESNES,92073,01 41 38 94 85,Commune,Commune de Suresnes,64.0,,2.5,4.0,5.0,"{""coordinates"": [2.2030829997303285, 48.86228500020744], ""type"": ""Point""}","48.86228500020744, 2.2030829997303285"
Rueil,Multi-accueil,3 RUE MARIE LEVASSEUR,92500,RUEIL MALMAISON,92063,01 41 39 09 09,Privé,Société LPCR Groupe,46.0,,2.5,4.0,5.0,"{""coordinates"": [2.185265999811718, 48.881964000163414], ""type"": ""Point""}","48.881964000163414, 2.185265999811718"
Saint Raphaël,Multi-accueil,15 AVENUE DU BOIS DE VERRIERES,92160,ANTONY,92002,01 46 66 46 05,Associatif,Association St Raphaël,50.0,,2.5,4.0,,"{""coordinates"": [2.295226000629274, 48.75510900025732], ""type"": ""Point""}","48.75510900025732, 2.295226000629274"
Sucre d'Orge,Multi-accueil,2 BIS RUE ARISTIDE BRIAND,92170,VANVES,92075,01 47 36 78 36,Commune,Commune de Vanves,60.0,,2.5,4.0,,"{""coordinates"": [2.2883999998948323, 48.81833499960641], ""type"": ""Point""}","48.81833499960641, 2.2883999998948323"
Sucre d'Orge (Igesa),Multi-accueil,37 BIS RUE JULES VEDRINES,92240,MALAKOFF,92046,,Public autre,IGESA,30.0,,2.5,4.0,,"{""coordinates"": [2.2881219996332374, 48.810138000012536], ""type"": ""Point""}","48.810138000012536, 2.2881219996332374"
Sunflower,Micro crèche,88 AVENUE MARCEAU,92400,COURBEVOIE,92026,01 55 21 73 65,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.2440200000882586, 48.90161100040935], ""type"": ""Point""}","48.90161100040935, 2.2440200000882586"
Tillou Montrouge,Micro crèche,72 RUE MAURICE ARNOUX,92120,MONTROUGE,92049,01 46 66 44 13,Privé,Société Tillou Crèche,11.0,,2.5,4.0,,"{""coordinates"": [2.3116799996724953, 48.81698299994409], ""type"": ""Point""}","48.81698299994409, 2.3116799996724953"
Valériane,Micro crèche,9 RUE ETIENNE DOLET,92150,SURESNES,92073,,Privé,Société La Maison Bleue - MC IDF 12,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.226189000306338, 48.868742999922986], ""type"": ""Point""}","48.868742999922986, 2.226189000306338"
Aloha,Multi-accueil,64 AVENUE PIERRE GRENIER,92100,BOULOGNE BILLANCOURT,92012,01 46 21 04 02,Privé,Société People and Baby,13.0,,2.5,4.0,,"{""coordinates"": [2.2540339994075023, 48.83325400013809], ""type"": ""Point""}","48.83325400013809, 2.2540339994075023"
Anatole France,Multi-accueil,20 AVENUE CLAUDE DEBUSSY,92230,GENNEVILLIERS,92036,,Commune,Commune de Gennevilliers,50.0,,2.5,4.0,,"{""coordinates"": [2.2977049998769203, 48.924479000382085], ""type"": ""Point""}","48.924479000382085, 2.2977049998769203"
Arc en Ciel,Multi-accueil,35 RUE GRAMME,92270,BOIS COLOMBES,92009,01 47 81 35 20,Commune,Commune de Bois-Colombes,74.0,9.0,2.5,4.0,,"{""coordinates"": [2.273819999767552, 48.9234020001765], ""type"": ""Point""}","48.9234020001765, 2.273819999767552"
Arc-en-Ciel,Multi-accueil,18 RUE PAUL BERT,92130,ISSY LES MOULINEAUX,92040,01 41 23 92 00,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2565189993182058, 48.820359000284], ""type"": ""Point""}","48.820359000284, 2.2565189993182058"
Asnières sur seine Picquart,Micro crèche,24 RUE DES BAS,92600,ASNIERES SUR SEINE,92004,,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.289412000654929, 48.919519000357084], ""type"": ""Point""}","48.919519000357084, 2.289412000654929"
Asnières-sur-Seine Voltaire (MC),Micro crèche,93 BOULEVARD VOLTAIRE,92600,ASNIERES SUR SEINE,92004,,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.2909320003532874, 48.91572899980379], ""type"": ""Point""}","48.91572899980379, 2.2909320003532874"
Au fil de l'eau,Multi-accueil,40 PASSAGE EMILE BERNARD,92110,CLICHY,92024,,Commune,Commune de Clichy,40.0,,2.5,4.0,,"{""coordinates"": [2.293017000181355, 48.9038599996595], ""type"": ""Point""}","48.9038599996595, 2.293017000181355"
Babilou Asnières De Gaulle,Multi-accueil,53 GRANDE RUE CHARLES DE GAULLE,92600,ASNIERES SUR SEINE,92004,,Privé,Société Evancia,33.0,,2.5,4.0,5.0,"{""coordinates"": [2.286196999830964, 48.90808599974798], ""type"": ""Point""}","48.90808599974798, 2.286196999830964"
Babilou Bagneux Blains,Multi-accueil,13 SQUARE BARBANSON,92220,BAGNEUX,92007,01 49 86 58 86,Privé,Société Evancia,29.0,,2.5,4.0,5.0,"{""coordinates"": [2.317871999858985, 48.79387600024637], ""type"": ""Point""}","48.79387600024637, 2.317871999858985"
Babilou Clamart Serpis,Multi-accueil,16 RUE SERPIS,92140,CLAMART,92023,,Privé,Société Evancia,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2434889995171154, 48.78084599978182], ""type"": ""Point""}","48.78084599978182, 2.2434889995171154"
Babilou Colombes Débarcadère,Multi-accueil,12 RUE DU DEBARCADERE,92700,COLOMBES,92025,01 47 60 27 67,Privé,Société Evancia,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.2343050003261835, 48.90853399993931], ""type"": ""Point""}","48.90853399993931, 2.2343050003261835"
Babilou Courbevoie Marceau,Multi-accueil,7 9 AVENUE MARCEAU,92400,COURBEVOIE,92026,01 43 34 46 90,Privé,Société Evancia,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.246814999793116, 48.89839699987863], ""type"": ""Point""}","48.89839699987863, 2.246814999793116"
Babilou Issy Vaudétard 1,Micro crèche,9 RUE VAUDETARD,92130,ISSY LES MOULINEAUX,92040,,Privé,Société Evancia,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.2768609997385356, 48.82698099976151], ""type"": ""Point""}","48.82698099976151, 2.2768609997385356"
Babilou Issy Vaudétard 2,Micro crèche,11 RUE VAUDETARD,92130,ISSY LES MOULINEAUX,92040,,Privé,Société Evancia,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.27697700013257, 48.82688200031416], ""type"": ""Point""}","48.82688200031416, 2.27697700013257"
Babilou Montrouge Verdier,Multi-accueil,37 AVENUE DE VERDIER,92120,MONTROUGE,92049,,Privé,Société Evancia,21.0,,2.5,4.0,5.0,"{""coordinates"": [2.3163419999819546, 48.815613000424705], ""type"": ""Point""}","48.815613000424705, 2.3163419999819546"
Babypop,Micro crèche,16 AVENUE DE L AGENT SARRE,92700,COLOMBES,92025,,Privé,Société Babypop One,10.0,,2.5,4.0,,"{""coordinates"": [2.261274999332528, 48.923908000385374], ""type"": ""Point""}","48.923908000385374, 2.261274999332528"
Babypop Asnières,Micro crèche,21 23 RUE D ALSACE,92600,ASNIERES SUR SEINE,92004,,Privé,Société Babypop One,12.0,,2.5,4.0,,"{""coordinates"": [2.2698899995857356, 48.908087999899124], ""type"": ""Point""}","48.908087999899124, 2.2698899995857356"
Berceau des Rois,Micro crèche,16 AVENUE CLEMENT PERRIERE,92320,CHATILLON,92020,01 85 48 04 40,Privé,Société BDR 92 Chatillon 16 Perrière,12.0,,2.5,4.0,,"{""coordinates"": [2.28624599940295, 48.80774499970894], ""type"": ""Point""}","48.80774499970894, 2.28624599940295"
Bleu Azur,Micro crèche,18 RUE JACQUES JEZEQUEL,92170,VANVES,92075,,Privé,Société Microbaby,12.0,,2.5,4.0,,"{""coordinates"": [2.2912539998066226, 48.818838000434475], ""type"": ""Point""}","48.818838000434475, 2.2912539998066226"
Bluebelle,Micro crèche,87 RUE DE BILLANCOURT,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société La Maison Bleue - MC IDF 11,10.0,,2.5,4.0,6.0,"{""coordinates"": [2.23637999998756, 48.837961999917106], ""type"": ""Point""}","48.837961999917106, 2.23637999998756"
Bois-Colombes Général Leclerc MC,Micro crèche,19 RUE DU GENERAL LECLERC,92270,BOIS COLOMBES,92009,01 57 68 24 17,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.2715980006482783, 48.913910999832325], ""type"": ""Point""}","48.913910999832325, 2.2715980006482783"
Bonnin,Multi-accueil,17 19 AVENUE DE VERDUN,92250,LA GARENNE COLOMBES,92035,01 72 42 40 67,Commune,Commune de la Garenne-Colombes,34.0,,12.0,4.0,5.0,"{""coordinates"": [2.2342399997151627, 48.90505799956585], ""type"": ""Point""}","48.90505799956585, 2.2342399997151627"
Boucle d'Or,Multi-accueil,3 AVENUE DE LA FOUILLEUSE,92210,SAINT CLOUD,92064,01 46 02 37 37,Commune,Commune de Saint-Cloud,35.0,,2.5,4.0,5.0,"{""coordinates"": [2.211229000572827, 48.861207999936575], ""type"": ""Point""}","48.861207999936575, 2.211229000572827"
Boulogne Forum,Multi-accueil,230 ALLEE DU FORUM,92100,BOULOGNE BILLANCOURT,92012,01 42 37 22 57,Privé,Société Evancia,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.233859000178492, 48.82939399973677], ""type"": ""Point""}","48.82939399973677, 2.233859000178492"
Boulogne-Billancourt Bellevue (MC),Micro crèche,109 RUE DE BELLEVUE,92100,BOULOGNE BILLANCOURT,92012,01 46 55 04 29,Privé,Société Crèches de France,12.0,,2.5,4.0,,"{""coordinates"": [2.2320130006077443, 48.83238100024646], ""type"": ""Point""}","48.83238100024646, 2.2320130006077443"
Boulogne-Billancourt Château (MC),Micro crèche,103 105 RUE DU CHATEAU,92100,BOULOGNE BILLANCOURT,92012,01 46 89 74 17,Privé,Société Eveil et Moi,10.0,,2.5,4.0,,"{""coordinates"": [2.241207000061611, 48.8424029997588], ""type"": ""Point""}","48.8424029997588, 2.241207000061611"
Boulogne-Billancourt Escudier (MC),Micro crèche,81 RUE ESCUDIER,92100,BOULOGNE BILLANCOURT,92012,06 73 87 74 92,Privé,Société Eveil et Moi,10.0,,2.5,4.0,,"{""coordinates"": [2.243379999829258, 48.84443000011475], ""type"": ""Point""}","48.84443000011475, 2.243379999829258"
Bulles de crèches,Micro crèche,560 BOULEVARD ARNAUD BELTRAME,92000,NANTERRE,92050,,Privé,Société Yvelines Petite Enfance,12.0,,2.5,4.0,,"{""coordinates"": [2.2104690002398764, 48.89957000023656], ""type"": ""Point""}","48.89957000023656, 2.2104690002398764"
Cap Enfants,Multi-accueil,5 ALLEE DES BARBANNIERS,92230,GENNEVILLIERS,92036,08 70 69 80 02,Privé,Société Cap Enfants,45.0,,2.5,4.0,,"{""coordinates"": [2.3047479995189026, 48.93586899966171], ""type"": ""Point""}","48.93586899966171, 2.3047479995189026"
Casimir,Multi-accueil,29 RUE DE LA CONCORDE,92600,ASNIERES SUR SEINE,92004,01 41 11 16 00,Commune,Commune d'Asnières-sur-Seine,30.0,,12.0,4.0,,"{""coordinates"": [2.290022000025424, 48.91302199998072], ""type"": ""Point""}","48.91302199998072, 2.290022000025424"
Castel Marly,Multi-accueil,11 RUE CASTEL MARLY,92000,NANTERRE,92050,01 47 24 74 59,Commune,Commune de Nanterre,75.0,62.0,2.5,4.0,5.0,"{""coordinates"": [2.1963809998511175, 48.88946499994099], ""type"": ""Point""}","48.88946499994099, 2.1963809998511175"
Chaville Roger Salengro,Micro crèche,368 AVENUE ROGER SALENGRO,92370,CHAVILLE,92022,01 47 50 63 66,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.195947999885735, 48.817415000333156], ""type"": ""Point""}","48.817415000333156, 2.195947999885735"
Clef de Fa,Multi-accueil,2 RUE ALBERT 1ER,92330,SCEAUX,92071,01 71 22 44 20,Commune,Commune de Sceaux,41.0,,2.5,4.0,5.0,"{""coordinates"": [2.300208000012749, 48.78118399973201], ""type"": ""Point""}","48.78118399973201, 2.300208000012749"
Courbevoie Jean Pierre Timbaud,Micro crèche,49 RUE JEAN PIERRE TIMBAUD,92400,COURBEVOIE,92026,,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.252147999937845, 48.8986870001286], ""type"": ""Point""}","48.8986870001286, 2.252147999937845"
Courbevoie Mission Marchand,Multi-accueil,56 BOULEVARD DE LA MISSION MARCHAND,92400,COURBEVOIE,92026,01 43 33 10 35,Privé,Société Crèches de France,20.0,,2.5,4.0,,"{""coordinates"": [2.240131000528068, 48.89893899958264], ""type"": ""Point""}","48.89893899958264, 2.240131000528068"
Courte Echelle,Multi-accueil,70 RUE DE SURESNES,92000,NANTERRE,92050,01 41 44 78 52,Commune,Commune de Nanterre,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.2155890005135284, 48.88337600005709], ""type"": ""Point""}","48.88337600005709, 2.2155890005135284"
Crèche Abricot,Multi-accueil,24 BIS AVENUE DU G2n2ral de Gaulle,92150,SURESNES,92073,,Privé,Société People and Baby,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.2242419995054163, 48.869704000309085], ""type"": ""Point""}","48.869704000309085, 2.2242419995054163"
Crèche des Petits Moulins,Multi-accueil,8 RUE LEDRU ROLLIN,92220,BAGNEUX,92007,01 40 84 72 90,Commune,Commune de Bagneux,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2983740003459734, 48.795530999584756], ""type"": ""Point""}","48.795530999584756, 2.2983740003459734"
Crèche Lucien,Multi-accueil,64 AVENUE DES BERGERES,92800,PUTEAUX,92062,,Privé,Société Ted Crèches,23.0,,2.5,4.0,,"{""coordinates"": [2.2273260005996516, 48.88426299957564], ""type"": ""Point""}","48.88426299957564, 2.2273260005996516"
Crèche Marthe Hamelin,Multi-accueil,5 RUE GEORGES MILLANDY,92360,MEUDON,92048,01 41 14 65 40,Commune,Commune de Meudon,66.0,,2.5,4.0,5.0,"{""coordinates"": [2.2328059996296497, 48.78538100014493], ""type"": ""Point""}","48.78538100014493, 2.2328059996296497"
Edith Cavell,Multi-accueil,47 49 RUE EDITH CAVELL,92400,COURBEVOIE,92026,01 47 88 45 49,Commune,Commune de Courbevoie,20.0,,2.5,4.0,,"{""coordinates"": [2.2676580005986304, 48.90374000026165], ""type"": ""Point""}","48.90374000026165, 2.2676580005986304"
Ferrand de Missol,Multi-accueil,2 PLACE DU CARROUSEL,92160,ANTONY,92002,01 46 66 35 61,Associatif,Association St Raphaël,48.0,,2.5,4.0,,"{""coordinates"": [2.2971279995855673, 48.75450799960035], ""type"": ""Point""}","48.75450799960035, 2.2971279995855673"
Fontenay,Multi-accueil,41 RUE DES FAUVETTES,92260,FONTENAY AUX ROSES,92032,,Privé,Société Crèche Attitude,20.0,,2.5,4.0,,"{""coordinates"": [2.297489999876009, 48.79193100018977], ""type"": ""Point""}","48.79193100018977, 2.297489999876009"
Françoise Dolto,Multi-accueil,236 RUE DES GROS GRES,92700,COLOMBES,92025,01 47 82 20 25,Commune,Commune de Colombes,80.0,55.0,2.5,4.0,,"{""coordinates"": [2.2289994639717574, 48.912758715629074], ""type"": ""Point""}","48.912758715629074, 2.2289994639717574"
Gallieni-Bellevue,Multi-accueil,188 BIS RUE GALLIENI,92100,BOULOGNE BILLANCOURT,92012,,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2296820006085643, 48.83541599987628], ""type"": ""Point""}","48.83541599987628, 2.2296820006085643"
Grenadine,Multi-accueil,122 AVENUE HENRI GINOUX,92120,MONTROUGE,92049,,Privé,Société La Maison Bleue - Montrouge 3,34.0,,2.5,4.0,,"{""coordinates"": [2.3198619994333836, 48.8136130003332], ""type"": ""Point""}","48.8136130003332, 2.3198619994333836"
Halte Jeux des Rosiers,Multi-accueil,2 ALLEE DES ROSIERS,92220,BAGNEUX,92007,01 42 31 68 28,Commune,Commune de Bagneux,20.0,,15.0,4.0,5.0,"{""coordinates"": [2.3023800003605532, 48.78679399977734], ""type"": ""Point""}","48.78679399977734, 2.3023800003605532"
Halte Nicolas Poussin,Multi-accueil,5 RUE GEORGES MILLANDY,92360,MEUDON,92048,01 46 01 06 70,Commune,Commune de Meudon,20.0,,2.5,4.0,,"{""coordinates"": [2.2328059996296497, 48.78538100014493], ""type"": ""Point""}","48.78538100014493, 2.2328059996296497"
Halte Parc,Multi-accueil,104 RUE SALVADOR ALLENDE,92000,NANTERRE,92050,01 47 78 72 46,Commune,Commune de Nanterre,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.224057000476234, 48.894111000112666], ""type"": ""Point""}","48.894111000112666, 2.224057000476234"
Halte-garderie Andrée Chedid,Multi-accueil,60 RUE DU GENERAL LECLERC,92130,ISSY LES MOULINEAUX,92040,01 41 23 91 25,Commune,Commune d'Issy-les-Moulineaux,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.274148000254267, 48.82452399971402], ""type"": ""Point""}","48.82452399971402, 2.274148000254267"
Ile de la Jatte,Multi-accueil,85 87 BOULEVARD GEORGES SEURAT,92200,NEUILLY SUR SEINE,92051,01 55 62 64 75,Commune,Commune de Neuilly-sur-Seine,85.0,,2.5,4.0,5.0,"{""coordinates"": [2.2720012883509186, 48.89721325506232], ""type"": ""Point""}","48.89721325506232, 2.2720012883509186"
Joffre,Multi-accueil,45 AVENUE JOFFRE,92250,LA GARENNE COLOMBES,92035,01 42 42 10 60,Commune,Commune de la Garenne-Colombes,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.2446060006379067, 48.90506799989364], ""type"": ""Point""}","48.90506799989364, 2.2446060006379067"
La Cabane d'Asnières Mairie,Micro crèche,17 AVENUE D'ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,,Privé,Société Kameram,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.285413999379251, 48.91077899994393], ""type"": ""Point""}","48.91077899994393, 2.285413999379251"
La Clairière,Jardin d'Enfants,PASSAGE PRONY,92800,PUTEAUX,92062,01 47 75 13 50,Commune,Commune de Puteaux,25.0,,18.0,4.0,,"{""coordinates"": [2.2324249998578547, 48.88257000029425], ""type"": ""Point""}","48.88257000029425, 2.2324249998578547"
La Compagnie des Grés,Multi-accueil,12 25 RUE LOUIS CASTEL,92230,GENNEVILLIERS,92036,01 47 90 46 48,Associatif,Association Plein Grés,39.0,,2.5,4.0,,"{""coordinates"": [2.2981159999436556, 48.91667700004059], ""type"": ""Point""}","48.91667700004059, 2.2981159999436556"
La Farandole,Multi-accueil,8 ALLEE JACQUES PREVERT,92500,RUEIL MALMAISON,92063,01 47 32 66 19,Commune,Commune de Rueil-Malmaison,60.0,,2.5,4.0,,"{""coordinates"": [2.1695870004757665, 48.89378699975487], ""type"": ""Point""}","48.89378699975487, 2.1695870004757665"
La Farandole,Multi-accueil,52 AVENUE DU MARECHAL FOCH,92210,SAINT CLOUD,92064,01 47 71 07 34,Commune,Commune de Saint-Cloud,69.0,3.0,2.5,4.0,5.0,"{""coordinates"": [2.2093779994799383, 48.84801499965903], ""type"": ""Point""}","48.84801499965903, 2.2093779994799383"
La Flottille,Multi-accueil,202 RUE GABRIEL PERI,92700,COLOMBES,92025,01 57 68 04 01,Associatif,Association La Flottille,15.0,,2.5,6.0,,"{""coordinates"": [2.2399480000110397, 48.918661000260244], ""type"": ""Point""}","48.918661000260244, 2.2399480000110397"
La Flûte Enchantée,Multi-accueil,9 BIS RUE JEAN MACE,92320,CHATILLON,92020,01 46 55 58 39,Commune,Commune de Châtillon,70.0,,2.5,4.0,,"{""coordinates"": [2.291354999813924, 48.80433299961545], ""type"": ""Point""}","48.80433299961545, 2.291354999813924"
La Fourche,Multi-accueil,216 AVENUE JEAN JAURES,92140,CLAMART,92023,01 46 45 44 66,Commune,Commune de Clamart,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.2712909995622836, 48.81250700032522], ""type"": ""Point""}","48.81250700032522, 2.2712909995622836"
La Mare Adam,Micro crèche,1 RUE DE LA MARE ADAM,92370,CHAVILLE,92022,09 51 88 82 63,Associatif,Association Chaville Micro-crèche,10.0,,4.0,4.0,,"{""coordinates"": [2.1890780002762655, 48.80256299957381], ""type"": ""Point""}","48.80256299957381, 2.1890780002762655"
La Petite Cigogne,Micro crèche,144 RUE MARTRE,92110,CLICHY,92024,,Privé,Société La Petite Cigogne,10.0,,3.0,0.0,,"{""coordinates"": [2.3011489995057834, 48.908065999801956], ""type"": ""Point""}","48.908065999801956, 2.3011489995057834"
