nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
La Roseraie,Multi-accueil,2 AVENUE LEON JOURNAULT,92310,SEVRES,92072,01 46 26 53 04,Commune,Commune de Sèvres,40.0,,2.5,4.0,,"{""coordinates"": [2.2152170002320175, 48.82417600032124], ""type"": ""Point""}","48.82417600032124, 2.2152170002320175"
La Toupie,Crèche parentale,11 RUE DE CLAMART,92100,BOULOGNE BILLANCOURT,92012,01 49 10 96 10,Associatif,Association La Toupie,18.0,,2.5,4.0,,"{""coordinates"": [2.2437759997603615, 48.830815999885196], ""type"": ""Point""}","48.830815999885196, 2.2437759997603615"
Le Chat Botté - Courbevoie,Multi-accueil,3 VILLA DE LA MUSIQUE,92400,COURBEVOIE,92026,01 46 67 03 17,Commune,Commune de Courbevoie,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2503649995339563, 48.8978610001257], ""type"": ""Point""}","48.8978610001257, 2.2503649995339563"
Le Cheval à Bascule,Crèche parentale,62 RUE MARCEL DASSAULT,92100,BOULOGNE BILLANCOURT,92012,01 48 25 48 50,Associatif,Association Le Cheval à Bascule,16.0,,2.5,4.0,,"{""coordinates"": [2.250896999614114, 48.83476399992223], ""type"": ""Point""}","48.83476399992223, 2.250896999614114"
Le Lac,Multi-accueil,12 RUE FRANCOISE BARRE SINOUSSI,92140,CLAMART,92023,,Commune,Commune de Clamart,60.0,,2.5,4.0,,"{""coordinates"": [2.269202999492554, 48.791305000290464], ""type"": ""Point""}","48.791305000290464, 2.269202999492554"
Le Luth,Multi-accueil,9 RUE GERARD PHILIPE,92230,GENNEVILLIERS,92036,,Commune,Commune de Gennevilliers,63.0,,2.5,4.0,5.0,"{""coordinates"": [2.2851291929438817, 48.932332776072265], ""type"": ""Point""}","48.932332776072265, 2.2851291929438817"
Le Manège Enchanté,Multi-accueil,85 RUE DE GARCHES,92210,SAINT CLOUD,92064,,Commune,Commune de Saint-Cloud,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.1996750002792598, 48.84357300030738], ""type"": ""Point""}","48.84357300030738, 2.1996750002792598"
Le Parc,Multi-accueil,104 RUE SALVADOR ALLENDE,92000,NANTERRE,92050,01 47 78 79 87,Commune,Commune de Nanterre,57.0,,2.5,4.0,5.0,"{""coordinates"": [2.224057000476234, 48.894111000112666], ""type"": ""Point""}","48.894111000112666, 2.224057000476234"
Le Parfum de Moussia,Micro crèche,129 RUE EDOUARD VAILLANT,92300,LEVALLOIS,92044,09 82 54 53 52,Associatif,Association Haya Mouchka de Levallois,10.0,,2.5,4.0,,"{""coordinates"": [2.2861800006228057, 48.89929399956536], ""type"": ""Point""}","48.89929399956536, 2.2861800006228057"
Le Petit Poucet,Multi-accueil,2 CHEMIN DES ECOLIERS,92400,COURBEVOIE,92026,01 41 16 03 86,Commune,Commune de Courbevoie,20.0,,2.5,4.0,,"{""coordinates"": [2.2355140001544385, 48.89849100023426], ""type"": ""Point""}","48.89849100023426, 2.2355140001544385"
Le Petit Poucet,Multi-accueil,30 RUE ETIENNE DEFORGES,92320,CHATILLON,92020,01 46 57 61 93,Commune,Commune de Châtillon,30.0,,12.0,4.0,,"{""coordinates"": [2.2960649996007922, 48.80510099987379], ""type"": ""Point""}","48.80510099987379, 2.2960649996007922"
Le Petit Prince,Multi-accueil,6 PROMENADE DU MILLENAIRE,92400,COURBEVOIE,92026,01 49 97 02 01,Commune,Commune de Courbevoie,40.0,,2.5,4.0,,"{""coordinates"": [2.2375760006552468, 48.897706999893146], ""type"": ""Point""}","48.897706999893146, 2.2375760006552468"
Le Zodiaque,Multi-accueil,PLACE CHARLES DE GAULLE,92400,COURBEVOIE,92026,01 43 33 48 87,Commune,Commune de Courbevoie,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2524659997063505, 48.89587499964265], ""type"": ""Point""}","48.89587499964265, 2.2524659997063505"
L'eau vive,Multi-accueil,3 BIS RUE DE L ALMA,92600,ASNIERES SUR SEINE,92004,01 41 11 68 79,Commune,Commune d'Asnières-sur-Seine,60.0,,2.5,4.0,,"{""coordinates"": [2.283529999381678, 48.915006999753395], ""type"": ""Point""}","48.915006999753395, 2.283529999381678"
Les Armagnacs,Micro crèche,114 RUE DES BOURGUIGNONS,92600,ASNIERES SUR SEINE,92004,,Privé,Société ALIMAX - Demain 2 pieds,12.0,,2.5,4.0,,"{""coordinates"": [2.2767510005053446, 48.91611099961768], ""type"": ""Point""}","48.91611099961768, 2.2767510005053446"
Les Barbusiens,Micro crèche,121 AVENUE HENRI BARBUSSE,92700,COLOMBES,92025,,Privé,Société ALIMAX - Demain 2 pieds,12.0,,2.5,4.0,,"{""coordinates"": [2.2528229997882834, 48.91637000036735], ""type"": ""Point""}","48.91637000036735, 2.2528229997882834"
Les Blagis,Multi-accueil,10 12 RUE DU DOCTEUR ROUX,92330,SCEAUX,92071,01 43 50 08 95,Commune,Commune de Sceaux,51.0,,2.5,4.0,5.0,"{""coordinates"": [2.3036680001173564, 48.78449399990106], ""type"": ""Point""}","48.78449399990106, 2.3036680001173564"
Les Bleuets,Micro crèche,177 RUE DE VERDUN,92150,SURESNES,92073,09 67 55 23 38,Privé,Société Microbaby,12.0,,2.5,4.0,,"{""coordinates"": [2.2352880006070044, 48.87877100008438], ""type"": ""Point""}","48.87877100008438, 2.2352880006070044"
Les Bruyères,Multi-accueil,18 RUE DES BRUYERES,92600,ASNIERES SUR SEINE,92004,01 47 93 36 90,Commune,Commune d'Asnières-sur-Seine,60.0,,2.5,4.0,,"{""coordinates"": [2.266110999709048, 48.90953900041896], ""type"": ""Point""}","48.90953900041896, 2.266110999709048"
Les Castors,Multi-accueil,104 AVENUE D'ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,,Commune,Commune d'Asnières-sur-Seine,30.0,,12.0,4.0,5.0,"{""coordinates"": [2.2830720006425302, 48.914998000232146], ""type"": ""Point""}","48.914998000232146, 2.2830720006425302"
Les Cerfs Volants,Multi-accueil,15 RUE VICTOR HUGO,92130,ISSY LES MOULINEAUX,92040,01 46 48 97 85,Commune,Commune d'Issy-les-Moulineaux,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.274745000246767, 48.82725299977782], ""type"": ""Point""}","48.82725299977782, 2.274745000246767"
Les Explorateurs de Levallois,Micro crèche,108 RUE DANTON,92300,LEVALLOIS,92044,,Privé,Société CRECHEO,12.0,,2.5,4.0,,"{""coordinates"": [2.2822179998204035, 48.892725000221525], ""type"": ""Point""}","48.892725000221525, 2.2822179998204035"
Les Jardins,Multi-accueil,11 RUE DES JARDINS,92420,VAUCRESSON,92076,01 47 41 82 16,Commune,Commune de Vaucresson,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.1569829995599132, 48.839728000303964], ""type"": ""Point""}","48.839728000303964, 2.1569829995599132"
Les Joyeux Lutins,Multi-accueil,15 RUE SADI CARNOT,92600,ASNIERES SUR SEINE,92004,01 41 11 15 60,Commune,Commune d'Asnières-sur-Seine,40.0,,2.5,4.0,,"{""coordinates"": [2.2895999996866223, 48.909925000252855], ""type"": ""Point""}","48.909925000252855, 2.2895999996866223"
Les Lavandières,Multi-accueil,7 ESPLANADE DE GURO,92130,ISSY LES MOULINEAUX,92040,01 40 93 48 06,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2665300001699573, 48.82938900018035], ""type"": ""Point""}","48.82938900018035, 2.2665300001699573"
Les Lucioles,Multi-accueil,2 AVENUE DES GRESILLONS,92600,ASNIERES SUR SEINE,92004,,Commune,Commune d'Asnières-sur-Seine,25.0,,12.0,4.0,,"{""coordinates"": [2.2966159994683, 48.91264199997451], ""type"": ""Point""}","48.91264199997451, 2.2966159994683"
Les Lutins,Multi-accueil,157 RUE JEAN JAURES,92800,PUTEAUX,92062,01 41 38 80 92,Commune,Commune de Puteaux,60.0,,2.5,4.0,,"{""coordinates"": [2.2369369998733504, 48.8799909996586], ""type"": ""Point""}","48.8799909996586, 2.2369369998733504"
Les Mésanges,Multi-accueil,4 RUE PAUL BERT,92700,COLOMBES,92025,01 47 81 33 88,Commune,Commune de Colombes,45.0,,2.5,4.0,,"{""coordinates"": [2.2474379995167366, 48.925997999753136], ""type"": ""Point""}","48.925997999753136, 2.2474379995167366"
Les Mouettes,Multi-accueil,1 RUE DE BRETAGNE,92300,LEVALLOIS,92044,01 47 15 77 61,Commune,Commune de Levallois,100.0,,2.5,4.0,5.0,"{""coordinates"": [2.2977040003241624, 48.89502799987653], ""type"": ""Point""}","48.89502799987653, 2.2977040003241624"
Les Perroquets,Micro crèche,10 RUE MARIUS JACOTOT,92800,PUTEAUX,92062,01 47 57 15 79,Privé,Société People and Baby,12.0,,2.5,4.0,,"{""coordinates"": [2.2403529999615017, 48.883311000170096], ""type"": ""Point""}","48.883311000170096, 2.2403529999615017"
Les Petites Canailles,Multi-accueil,36 RUE PIERRET,92200,NEUILLY SUR SEINE,92051,01 58 83 44 55,Privé,Société LPC Neuilly,45.0,,2.5,4.0,,"{""coordinates"": [2.2605500004626586, 48.88275099971043], ""type"": ""Point""}","48.88275099971043, 2.2605500004626586"
Les Petites Canailles Sceaux,Multi-accueil,146 RUE HOUDAN,92330,SCEAUX,92071,01 80 87 51 90,Privé,Société LPC Sceaux,22.0,,2.5,4.0,,"{""coordinates"": [2.2853290002626383, 48.77905499978424], ""type"": ""Point""}","48.77905499978424, 2.2853290002626383"
Les Petites Colombes,Micro crèche,13 RUE DE LA SARRAZINE,92220,BAGNEUX,92007,,Privé,Société Petites Colombes,11.0,,2.5,4.0,,"{""coordinates"": [2.3123880006234994, 48.789385999669804], ""type"": ""Point""}","48.789385999669804, 2.3123880006234994"
Les Petits Chaperons Rouges,Multi-accueil,5 7 RUE JEANNE BRACONNIER,92360,MEUDON,92048,09 52 23 98 72,Privé,Société LPCR Groupe,55.0,,2.5,4.0,,"{""coordinates"": [2.2118550000499932, 48.789272999771754], ""type"": ""Point""}","48.789272999771754, 2.2118550000499932"
Les Petits Chaperons Rouges Antony Maurice Labrousse,Micro crèche,22 34 RUE MAURICE LABROUSSE,92160,ANTONY,92002,01 41 40 81 81,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.2969900001895773, 48.75503599967541], ""type"": ""Point""}","48.75503599967541, 2.2969900001895773"
Les Petits Chaperons Rouges Suresnes Jean-Jacques Rousseau,Multi-accueil,79 RUE JEAN-JACQUES ROUSSEAU,92150,SURESNES,92073,,Privé,Société LPCR Groupe,35.0,,2.5,4.0,5.0,"{""coordinates"": [2.2237410006175957, 48.86612300017756], ""type"": ""Point""}","48.86612300017756, 2.2237410006175957"
Les Polissons,Multi-accueil,104 AVENUE D ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,01 47 93 29 81,Associatif,Association Familiale Catholique d'Asnières,20.0,,6.0,4.0,,"{""coordinates"": [2.2830720006425302, 48.914998000232146], ""type"": ""Point""}","48.914998000232146, 2.2830720006425302"
Les P'tites Colombes,Micro crèche,95 RUE SARTORIS,92250,LA GARENNE COLOMBES,92035,09 83 03 72 15,Privé,Société Les P'tites Colombes,12.0,,2.5,4.0,,"{""coordinates"": [2.240025000074795, 48.90590899961318], ""type"": ""Point""}","48.90590899961318, 2.240025000074795"
Les P'tits Boss Clichy rue de Paris,Micro crèche,93 RUE DE PARIS,92110,CLICHY,92024,,Privé,Société Léna,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.303304999887124, 48.901274999860554], ""type"": ""Point""}","48.901274999860554, 2.303304999887124"
Les P'tits Diables,Multi-accueil,16 AVENUE JULES DURAND,92600,ASNIERES SUR SEINE,92004,01 47 99 10 26,Commune,Commune d'Asnières-sur-Seine,15.0,,18.0,4.0,,"{""coordinates"": [2.279886999930668, 48.92826999965586], ""type"": ""Point""}","48.92826999965586, 2.279886999930668"
Les Sablons,Multi-accueil,54 AVENUE DE LA DIVISION LECLERC,92320,CHATILLON,92020,01 40 92 75 55,Commune,Commune de Châtillon,45.0,,2.5,4.0,,"{""coordinates"": [2.2793249996798153, 48.796672000385804], ""type"": ""Point""}","48.796672000385804, 2.2793249996798153"
L'Escale Enchantée,Multi-accueil,19 BIS AVENUE LEON GAMBETTA,92120,MONTROUGE,92039,,Commune,Commune de Montrouge,58.0,,18.0,4.0,5.0,"{""coordinates"": [2.324061999371345, 48.81361599970646], ""type"": ""Point""}","48.81361599970646, 2.324061999371345"
Levallois-Perret Anatole France,Multi-accueil,155 159 RUE ANATOLE FRANCE,92300,LEVALLOIS,92044,01 85 78 22 95,Privé,Société Crèche de France,32.0,,2.5,4.0,,"{""coordinates"": [2.2789279997654233, 48.89845200038285], ""type"": ""Point""}","48.89845200038285, 2.2789279997654233"
Levallois-Perret Jules Guesde,Micro crèche,74 RUE JULES GUESDE,92300,LEVALLOIS,92044,,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.291561000032117, 48.89452800028221], ""type"": ""Point""}","48.89452800028221, 2.291561000032117"
L'île aux trésors,Multi-accueil,5 ALLEE CHARLES AZNAVOUR,92320,CHATILLON,92020,,Commune,Commune de Châtillon,25.0,,2.5,4.0,5.0,"{""coordinates"": [2.2876239998447168, 48.80237300000205], ""type"": ""Point""}","48.80237300000205, 2.2876239998447168"
Littlecloud,Micro crèche,44 AVENUE GEORGES POMPIDOU,92300,LEVALLOIS,92044,01 55 21 73 63,Privé,Société Microbaby,10.0,,2.5,4.0,,"{""coordinates"": [2.283199999884325, 48.899180999970575], ""type"": ""Point""}","48.899180999970575, 2.283199999884325"
LPC Clamart,Multi-accueil,91 AVENUE VICTOR HUGO,92140,CLAMART,92023,,Privé,Société LPC Issy,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.26878100051346, 48.805745000417026], ""type"": ""Point""}","48.805745000417026, 2.26878100051346"
LPC Vanves,Multi-accueil,6 AVENUE PASTEUR,92170,VANVES,92075,01 47 36 15 26,Privé,Société LPC ISSY,51.0,,2.5,4.0,,"{""coordinates"": [2.292978000385658, 48.82426499960059], ""type"": ""Point""}","48.82426499960059, 2.292978000385658"
LPCR Levallois-Perret Aufan,Multi-accueil,33 RUE MARIUS AUFAN,92300,LEVALLOIS,92044,01 41 05 58 72,Privé,Société LPCR Groupe,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.2855020000012747, 48.88947799976277], ""type"": ""Point""}","48.88947799976277, 2.2855020000012747"
Ludimini,Micro crèche,12 RUE ARMAND NUNES,92600,ASNIERES SUR SEINE,92004,,Privé,Société Ludimini,10.0,,3.0,4.0,,"{""coordinates"": [2.305716999956903, 48.91560100024053], ""type"": ""Point""}","48.91560100024053, 2.305716999956903"
Marie Marvingt,Multi-accueil,19 RUE VAUDETARD,92130,ISSY LES MOULINEAUX,92040,01 41 23 90 12,Commune,Commune d'Issy-les-Moulineaux,37.0,,2.5,4.0,5.0,"{""coordinates"": [2.2775059998521243, 48.82644200031026], ""type"": ""Point""}","48.82644200031026, 2.2775059998521243"
MC LPC Auteuil,Micro crèche,25 RUE GAMBETTA,92100,BOULOGNE BILLANCOURT,92012,01 80 87 46 36,Privé,Société Les Petites Canailles,10.0,,2.5,4.0,,"{""coordinates"": [2.240999999715492, 48.84592499992322], ""type"": ""Point""}","48.84592499992322, 2.240999999715492"
Micro crèche Paris Country Club,Micro crèche,121 RUE DU LIEUTENANT COLONEL DE MONTBRISON,92500,RUEIL MALMAISON,92063,,Privé,Société Paris Country club,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.1957939998173246, 48.86110400037832], ""type"": ""Point""}","48.86110400037832, 2.1957939998173246"
Micro crèche Vega,Micro crèche,67 AVENUE ARISTIDE BRIAND,92160,ANTONY,92002,,Privé,Société La Maison Bleue - MC IDF 19,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.306740999368566, 48.75821600025778], ""type"": ""Point""}","48.75821600025778, 2.306740999368566"
Micro-crèche Guesde,Micro crèche,129 RUE JULES GUESDE,92300,LEVALLOIS,92044,01 46 17 48 23,Privé,Société La Maison Bleue - MC IDF 16,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.288195000543304, 48.8981890000254], ""type"": ""Point""}","48.8981890000254, 2.288195000543304"
micro-crèche Les Colibris,Micro crèche,16 BIS RUE EDOUARD NIEUPORT,92150,SURESNES,92073,,Privé,Société Neuilly Montessori,12.0,,2.5,4.0,,"{""coordinates"": [2.2311859994610406, 48.872467000243375], ""type"": ""Point""}","48.872467000243375, 2.2311859994610406"
Mirabelle,Multi-accueil,5 PLACE DU MARIVEL,92310,SEVRES,92072,01 56 92 55 62,Privé,Société People and Baby,14.0,,2.5,4.0,,"{""coordinates"": [2.2211319994730037, 48.82647199985349], ""type"": ""Point""}","48.82647199985349, 2.2211319994730037"
Mirabelle,Multi-accueil,6 PLACE LEON BLUM,92290,CHATENAY MALABRY,92019,01 46 30 47 39,Associatif,Institut d'Education et des Pratiques Citoyennes,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.260789999670094, 48.76267800035829], ""type"": ""Point""}","48.76267800035829, 2.260789999670094"
Molière,Multi-accueil,11 RUE MOLIERE,92100,BOULOGNE BILLANCOURT,92012,01 55 18 47 02,Commune,Commune de Boulogne-Billancourt,28.0,,2.5,4.0,,"{""coordinates"": [2.247450000425537, 48.8296720003435], ""type"": ""Point""}","48.8296720003435, 2.247450000425537"
Multi-accueil Messier,Multi-accueil,5 RUE GEORGES MESSIER,92120,MONTROUGE,92049,01 46 12 75 16,Commune,Commune de Montrouge,30.0,,2.5,4.0,6.0,"{""coordinates"": [2.3135539995743986, 48.81085399968175], ""type"": ""Point""}","48.81085399968175, 2.3135539995743986"
Nanterre Arena,Micro crèche,103 BOULEVARD AIME CESAIRE,92000,NANTERRE,92050,01 73 29 34 72,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.2286330002792085, 48.89595200010559], ""type"": ""Point""}","48.89595200010559, 2.2286330002792085"
Normandie,Multi-accueil,44 RUE DE NORMANDIE,92140,CLAMART,92023,01 46 30 89 40,Commune,Commune de Clamart,104.0,3.0,2.5,4.0,5.0,"{""coordinates"": [2.239401999502383, 48.78399200023542], ""type"": ""Point""}","48.78399200023542, 2.239401999502383"
Païdou Citroën,Micro crèche,26 RUE ANDRE CITROEN,92300,LEVALLOIS,92044,,Privé,Société Païdou,12.0,,2.5,4.0,,"{""coordinates"": [2.283640999469246, 48.89884499991135], ""type"": ""Point""}","48.89884499991135, 2.283640999469246"
Païdou Michelet,Micro crèche,136 AVENUE D ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,,Privé,Société Païdou,12.0,,2.5,4.0,,"{""coordinates"": [2.282276000226756, 48.916598999788796], ""type"": ""Point""}","48.916598999788796, 2.282276000226756"
Petit Poucet,Multi-accueil,30 AVENUE DE LA REPUBLIQUE,92000,NANTERRE,92050,01 46 69 90 50,Commune,Commune de Nanterre,44.0,,2.5,4.0,5.0,"{""coordinates"": [2.1998329999328496, 48.89842100040353], ""type"": ""Point""}","48.89842100040353, 2.1998329999328496"
Pilotin,Multi-accueil,6 RUE BRIGNOLE GALLIERA,92140,CLAMART,92023,01 46 38 01 22,Associatif,Association Pilotin,24.0,,18.0,4.0,,"{""coordinates"": [2.256378000138047, 48.80363300010032], ""type"": ""Point""}","48.80363300010032, 2.256378000138047"
Pinocchio,Multi-accueil,5 RUE ALEXANDRE DARRACQ,92150,SURESNES,92073,,Commune,Commune de Suresnes,64.0,,2.5,4.0,5.0,"{""coordinates"": [2.2266050006294718, 48.87150399980676], ""type"": ""Point""}","48.87150399980676, 2.2266050006294718"
Plein Soleil,Multi-accueil,8 RUE GERARD PHILIPE,92230,GENNEVILLIERS,92036,,Associatif,Association Plein Grés,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.284783999630806, 48.931215999675295], ""type"": ""Point""}","48.931215999675295, 2.284783999630806"
Plume Clichy,Micro crèche,21 RUE FERDINAND PELLOUTIER,92110,CLICHY,92024,,Privé,Société Plume,12.0,,2.5,4.0,,"{""coordinates"": [2.30036300013572, 48.90280500006079], ""type"": ""Point""}","48.90280500006079, 2.30036300013572"
Poisson Lune,Multi-accueil,3 RUE GABRIEL PERI,92300,LEVALLOIS,92044,01 41 05 98 35,Commune,Commune de Levallois,79.0,,2.5,4.0,5.0,"{""coordinates"": [2.2902509997696914, 48.889179000446376], ""type"": ""Point""}","48.889179000446376, 2.2902509997696914"
Pom' d'Api,Multi-accueil,6 RUE DES COUDRAIS,92330,SCEAUX,92071,,Privé,Société Pom d'Api Sceaux,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.2942409994342845, 48.782946000161864], ""type"": ""Point""}","48.782946000161864, 2.2942409994342845"
Pomme Cannelle,Multi-accueil,32 RUE JEAN JAURES,92170,VANVES,92075,01 47 36 78 44,Commune,Commune de Vanves,45.0,,2.5,4.0,,"{""coordinates"": [2.2949859994962294, 48.82497999984513], ""type"": ""Point""}","48.82497999984513, 2.2949859994962294"
Pont d'Issy,Multi-accueil,100 RUE CAMILLE DESMOULINS,92130,ISSY LES MOULINEAUX,92040,,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2618310000052926, 48.827977999716744], ""type"": ""Point""}","48.827977999716744, 2.2618310000052926"
Poulpi Boulogne,Micro crèche,55 RUE D'AGUESSEAU,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société Les Bullotins,10.0,,12.0,4.0,5.0,"{""coordinates"": [2.2369420001143996, 48.842163000414544], ""type"": ""Point""}","48.842163000414544, 2.2369420001143996"
Preschool Les Bons Enfants,Multi-accueil,67 RUE D AGUESSEAU,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société Rosbourg,54.0,,2.5,4.0,5.0,"{""coordinates"": [2.237198000048709, 48.8410930000051], ""type"": ""Point""}","48.8410930000051, 2.237198000048709"
Puteaux Agathe,Micro crèche,1 RUE AGATHE,92800,PUTEAUX,92062,01 78 14 35 80,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.2400150005876434, 48.87825300014739], ""type"": ""Point""}","48.87825300014739, 2.2400150005876434"
Richelieu,Multi-accueil,4 RUE RICHELIEU,92230,GENNEVILLIERS,92036,01 47 94 77 47,Commune,Commune de Gennevilliers,30.0,,2.5,4.0,,"{""coordinates"": [2.2939570001734118, 48.92699900008138], ""type"": ""Point""}","48.92699900008138, 2.2939570001734118"
Rosiers,Multi-accueil,1 BIS RUE DES ROSIERS,92340,BOURG LA REINE,92014,01 46 61 38 12,Commune,Commune de Bourg-la-Reine,66.0,6.0,2.5,4.0,5.0,"{""coordinates"": [2.3141399994547953, 48.7826489999722], ""type"": ""Point""}","48.7826489999722, 2.3141399994547953"
Rueil 2,Multi-accueil,85 BIS AVENUE ALBERT 1ER,92500,RUEIL MALMAISON,92063,01 74 71 10 09,Privé,Société LPCR Groupe,14.0,,2.5,4.0,5.0,"{""coordinates"": [2.1740150001284992, 48.884114000393154], ""type"": ""Point""}","48.884114000393154, 2.1740150001284992"
Semard,Multi-accueil,8 RUE PIERRE SEMARD,92250,LA GARENNE COLOMBES,92035,,Commune,Commune de la Garenne-Colombes,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2330769996658284, 48.90580000035831], ""type"": ""Point""}","48.90580000035831, 2.2330769996658284"
